entity,reference,name,organisation_name,organisation_entity,resource_start_date
7010002292,{2584B7AE-2B3E-4250-BF67-9464E7D9F31E},,Northumberland County Council,220,2024-08-09
7010002293,{C06E9752-88C7-4E84-8E04-7E56B17A8FA4},,Northumberland County Council,220,2024-08-09
7010002294,{E65D71B0-34F2-47DB-8BD4-6FE3136E081E},,Northumberland County Council,220,2024-08-09
7010002295,{70F0DB60-9C89-46FE-875A-78DBDD3CB3E4},,Northumberland County Council,220,2024-08-09
7010002296,{F2C869E3-91BF-4EB6-B5EB-7FEF0160850F},,Northumberland County Council,220,2024-08-09
7010002297,{651CA3FD-FBE7-4D38-8E50-99B865180E86},,Northumberland County Council,220,2024-08-09
7010002298,{338814E0-03D8-4C1B-A426-99F9E950B614},,Northumberland County Council,220,2024-08-09
7010002299,{0C2AF34D-88DC-4335-A7E4-419352026A10},,Northumberland County Council,220,2024-08-09
7010002300,{6CF338FE-06A5-413D-AF14-D59B29BA03F0},,Northumberland County Council,220,2024-08-09
7010002301,{8AA55493-FF43-4225-8FA6-0D1B4EA3A6F1},,Northumberland County Council,220,2024-08-09
7010002302,{B4D1549E-1219-4C83-A265-73D6F0687E40},,Northumberland County Council,220,2024-08-09
7010002303,{03D79EEF-2D5D-49A5-B788-CCF621D70E32},,Northumberland County Council,220,2024-08-09
7010002304,{854A2AFC-2F3D-43DA-BC28-247621820336},,Northumberland County Council,220,2024-08-09
7010002305,{0C9B0522-E26F-45E0-8F33-E2E6D1528205},,Northumberland County Council,220,2024-08-09
7010002306,{45AC87E7-2204-4B55-997F-2CAF6BF91817},,Northumberland County Council,220,2024-08-09
7010002307,{A9C4A665-1A58-4DD4-B7E7-5AC4D3FA54DE},,Northumberland County Council,220,2024-08-09
7010002308,{E87D47F5-22C8-4C4C-BC8F-263044FB9F0F},,Northumberland County Council,220,2024-08-09
7010002309,{076A890A-1FD9-46F8-BBC7-145047120379},,Northumberland County Council,220,2024-08-09
7010002310,{FB104975-BD4B-4147-968B-394CE874ED86},,Northumberland County Council,220,2024-08-09
7010002311,{52FE2F86-B96F-4F10-B13C-A04A0FEC607B},,Northumberland County Council,220,2024-08-09
7010002312,{775E3B48-7FAC-4034-B6E8-B0E8AADAAF83},,Northumberland County Council,220,2024-08-09
7010002313,{5079BDA5-7281-4271-9E99-24A334FBA4A8},,Northumberland County Council,220,2024-08-09
7010002314,{BD15771D-C837-4E94-853E-9410AB38AEDE},,Northumberland County Council,220,2024-08-09
7010002315,{42EE8EC5-842D-4EF9-8470-ACED10FCBBF6},,Northumberland County Council,220,2024-08-09
7010002316,{F87C17B3-1036-470C-B801-95A386BD8E8C},,Northumberland County Council,220,2024-08-09
7010002317,{A6088090-C6B2-49F5-AC25-579847940BE4},,Northumberland County Council,220,2024-08-09
7010002318,{D102EBA8-7E45-46CE-A375-222BDAA36A8F},,Northumberland County Council,220,2024-08-09
7010002319,{F7F9377A-50B9-4C51-94C9-4E27A40764AC},,Northumberland County Council,220,2024-08-09
7010002320,{35E8FB32-42D4-42EB-975B-BD6C340226CC},,Northumberland County Council,220,2024-08-09
7010002321,{F1CB150A-8903-4404-B5A2-F4D560E8E472},,Northumberland County Council,220,2024-08-09
7010002322,{F5D6A9FB-51AB-4EBF-9F4F-F13B7F3FC3EF},,Northumberland County Council,220,2024-08-09
7010002323,{CA6639DA-71B7-477F-9D4F-A3F70921484D},,Northumberland County Council,220,2024-08-09
7010002324,{C3668544-C703-4405-A4B0-5EE83E265F1B},,Northumberland County Council,220,2024-08-09
7010002325,{FF69B028-E373-4BDC-A6CA-6CAB6B096527},,Northumberland County Council,220,2024-08-09
7010002326,{5BBA70D2-60D0-4037-BE90-017CF8C9312E},,Northumberland County Council,220,2024-08-09
7010002327,{515AB516-B005-4C60-9084-64E0788AA70C},,Northumberland County Council,220,2024-08-09
7010002328,{9C6F6796-5E25-4D5A-845F-C0F05F99A9FC},,Northumberland County Council,220,2024-08-09
7010002329,{D9417FB6-59B7-40B9-B7C6-F7F0CC2F69C4},,Northumberland County Council,220,2024-08-09
7010002330,{C1DF27B5-53F4-4732-B65E-872B639344E1},,Northumberland County Council,220,2024-08-09
7010002331,{26F74015-8B21-41A5-BA20-6D0657715FDE},,Northumberland County Council,220,2024-08-09
7010002332,{EB98C363-D162-42A7-A223-FC38DB3C8454},,Northumberland County Council,220,2024-08-09
7010002333,{90917A59-328C-4DEF-ABF3-075B64C74993},,Northumberland County Council,220,2024-08-09
7010002334,{87BDA12F-161E-419A-9572-E07E0CBA4961},,Northumberland County Council,220,2024-08-09
7010002335,{8236E909-DAD0-4246-A5E0-D3DBA8521E39},,Northumberland County Council,220,2024-08-09
7010002336,{AEDD0A3B-5123-4A68-A89E-51345F73FEFA},,Northumberland County Council,220,2024-08-09
7010002337,{1EF12ACA-B039-42D5-B325-7A70188CBC7F},,Northumberland County Council,220,2024-08-09
7010002338,{2AAE44C6-A441-4665-AEBA-CA193E21EC08},,Northumberland County Council,220,2024-08-09
7010002339,{F7D05784-13A9-40A4-8C01-FADA9321FC38},,Northumberland County Council,220,2024-08-09
7010002340,{552AB299-DCAF-408B-84BF-A0C16A65E21C},,Northumberland County Council,220,2024-08-09
7010002341,{17E1275D-303A-44D6-A45A-102C89A102EE},,Northumberland County Council,220,2024-08-09
7010002342,{4550E743-A764-4484-9108-92735FFFD5EB},,Northumberland County Council,220,2024-08-09
7010002343,{77EF69FB-FC8C-4EBE-92A0-B15BA406A373},,Northumberland County Council,220,2024-08-09
7010002344,{BF8CE268-7A0F-4433-B747-034C20DE9BAD},,Northumberland County Council,220,2024-08-09
7010002345,{EF7BDC6E-DBDE-4078-AE0B-E46D44C7C1C7},,Northumberland County Council,220,2024-08-09
7010002346,{28AE91C2-EB04-45BC-AA67-41B69E92C0B8},,Northumberland County Council,220,2024-08-09
7010002347,{097A2F9E-9EB5-425D-8500-159FCA0B139B},,Northumberland County Council,220,2024-08-09
7010002348,{F6296AAF-B9CB-472A-940C-CED55953DA51},,Northumberland County Council,220,2024-08-09
7010002349,{9B9B7E06-2F6B-4031-AD9F-6089077E09D2},,Northumberland County Council,220,2024-08-09
7010002350,{5301F810-7EF3-40C2-890D-B4E281D266E4},,Northumberland County Council,220,2024-08-09
7010002351,{E3E4667D-C463-4172-ABD4-E827868B27E5},,Northumberland County Council,220,2024-08-09
7010002352,{DA82F7FA-6B5C-414C-90DC-514EFD771173},,Northumberland County Council,220,2024-08-09
7010002353,{EA1BD734-EDC3-473F-B5CB-0FE953FC0DDC},,Northumberland County Council,220,2024-08-09
7010002354,{AFF7045C-DE27-4F43-AAD2-FB5D03F0E6C4},,Northumberland County Council,220,2024-08-09
7010002355,{79F7D1EF-E9D7-493A-A986-7C108378D56D},,Northumberland County Council,220,2024-08-09
7010002356,{BC82DD0E-476D-4D0C-AF1F-32965065AAAB},,Northumberland County Council,220,2024-08-09
7010002357,{4CA85B9B-1220-4070-B07C-0AA6E87DAFDA},,Northumberland County Council,220,2024-08-09
7010002358,{B4560656-8F20-427D-BAEC-43F7A6548445},,Northumberland County Council,220,2024-08-09
7010002359,{8E6F3AC5-2234-4183-99BA-5D57D12C53BB},,Northumberland County Council,220,2024-08-09
7010002360,{54346819-3AF3-46F7-A1C0-2ED6D47571AF},,Northumberland County Council,220,2024-08-09
7010002361,{8345EC73-4AB5-4EA1-A790-582400A7002E},,Northumberland County Council,220,2024-08-09
7010002362,{EE1DD7F9-F037-4AA6-83C0-562B64DD0561},,Northumberland County Council,220,2024-08-09
7010002363,{83321652-490B-47B3-9786-C612B13CDAEB},,Northumberland County Council,220,2024-08-09
7010002364,{75D178B6-4122-4460-B1B5-8872E6FBEF8B},,Northumberland County Council,220,2024-08-09
7010002365,{56EF8BC9-5A29-43E4-AC91-DF01D0FC67B2},,Northumberland County Council,220,2024-08-09
7010002366,{CF18809A-E622-4703-8F75-475B0A7BE820},,Northumberland County Council,220,2024-08-09
7010002367,{0D27378F-C03B-4D68-B3CC-9B904F468754},,Northumberland County Council,220,2024-08-09
7010002368,{5DFF54B2-CD28-4719-85E3-73BEBA261ACD},,Northumberland County Council,220,2024-08-09
7010002369,{E0B19DDC-B40E-4114-BFF9-35D5D29B3776},,Northumberland County Council,220,2024-08-09
7010002545,35,SELLY OAK HMO,Birmingham City Council,44,2024-10-13
