organisation,cohort,name,collection,pipeline,endpoint,endpoint_url,licence,status,days_since_200,exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date,cohort_start_date
local-authority:NLN,ODP-Track3,North Lincolnshire Council,article-4-direction,article-4-direction-area,9786de81333a1dc128c875e0e362701712c0eb282f3888c31aa3383fe059d9e2,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_article_4&outputFormat=application%2Fjson,ogl3,200,0.0,,36ac9711517f8f53b3215747df2a02151e932586dc37b073b05899992a6392fa,2025-03-12,2024-04-08,,2024-10-04,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,conservation-area,conservation-area,f6e780af9842b90fcd4af1250ba894d7d07c7acac18210210db38e4c4cc702f4,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_conservationareas&outputFormat=application%2Fjson,ogl3,200,0.0,,240a0a57843dd480f7593dd3152bb43b5d243827935feea96320a52bf37fe553,2025-03-12,2024-04-08,,2024-10-03,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,conservation-area,conservation-area-document,1ce2276aaa2ee05aed0c14e5eb4023692eb41feaf5ff89c76b79e1df7cae158f,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=conservation_area_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,ogl3,200,0.0,,0b71c06f69d1477a0ca25514b91f0faafcb6395fb02427bf0121c089af78ce46,2025-03-12,2024-04-08,,2024-09-18,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,listed-building,listed-building-outline,d19fec0b28886bf0d4cb16d2af1bb71db84bf95fda52a6369b1ee39473a8e1bd,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_listed_buildings&outputFormat=application%2Fjson,ogl3,200,0.0,,9286b87b1c811bf02ccb08639233f98f0030c80dc9236276d58203949577b9c2,2025-03-12,2024-04-08,,2024-10-04,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-order,tree-preservation-order,f8d1d243adf081fbb70f9ca76464a1de9da7f9266ee4b94a8ebfba6d894c89a0,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=tree_preservation_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,ogl3,200,0.0,,0cb067c79ae0b7d9f499978f2c177423292d6749eb60cf68b9d12a81ff55ba8c,2025-03-12,2024-04-08,,2025-01-29,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-order,tree-preservation-zone,53eba20d9ed28d7c5697801cac14484725fd0bb86175cea268180ecdbec89123,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorder_zones&outputFormat=application%2Fjson,ogl3,200,0.0,,703f9fe058c16b564d38be328536dedf518182406cd61a7a691092a72e0186ed,2025-03-12,2024-04-08,,2024-12-19,,2023-03-01
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-order,tree,c4e4b10ec88156ebc3c47565a192ec736e6da47b5a6f4153ae56f18ff1aa0368,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorders&outputFormat=application%2Fjson,ogl3,200,0.0,,4b502ea3a1cd6efcf41045b86e4703fe7368b575f9ff0dbf180271f66516d551,2025-03-12,2024-04-08,,2025-01-29,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction,article-4-direction,0587dcfba69b374a7b3146db4efdb34d3ba92db745aef9b895b4cade24d0ac2e,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Dataset.csv,ogl3,200,0.0,,866679c103c00233203e50764df295ad524bf9f09d2d0eb66425a4afbbaeb163,2025-03-12,2024-06-24,,2024-06-25,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction,article-4-direction-area,e23d220663fd8297427832c7f0aa7bf8431a5318051364ff57df31be4dd3052c,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Area.json,ogl3,200,0.0,,b7e4ada58051378923852651f797fd004c04ce3ebc36e94ef3127132cda2c532,2025-03-12,2024-06-24,,2024-06-25,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,conservation-area,conservation-area,69f9df6cc9c634fe3b7c157d9478fd1983dba349226f8d3a80dc863ba37f88e5,https://apps.n-somerset.gov.uk/planningdata/Conservation%20Areas.json,ogl3,200,0.0,,9c922f9d816efb139c1d3391dc9ac4e3cc42a757ca1e7cceb45b854770f25a99,2025-03-12,2024-06-21,,2024-06-25,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,listed-building,listed-building-outline,86989e02343ffef9d8b435e466deffa059597d4e9f643cacd2daf625b19d726a,https://apps.n-somerset.gov.uk/planningdata/Listed_buildings_outline_dataset.json,ogl3,200,0.0,,420181ac627396d3125c417027a29004a2f989c91abebb869af532e5201f71e1,2025-03-12,2024-06-24,,2024-10-23,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-order,tree-preservation-order,239445b34f503bc768c366c4260fc26b498f62951c1cb1215f8305165cc7b688,https://apps.n-somerset.gov.uk/planningdata/Tree_Preservation_Order_Dataset.csv,ogl3,200,0.0,,4ac6b9b6f49a6ee5fec067cd0c14be68a80608932ae74a85c64a1ab27d8e55b5,2025-03-12,2024-09-02,,2024-12-15,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-order,tree-preservation-zone,d481e2c6bf9d4c2dae5bf6d8e2b199b74755104b807830c41d7515c4b46a70c6,https://apps.n-somerset.gov.uk/planningdata/Tree_Preservation_Zone_Dataset.json,ogl3,200,0.0,,426531e5d5883a8a88e163607cedd1e3589f8a7d5e9b07c7e2f6c857759ebc36,2025-03-12,2024-06-24,,2024-12-15,,2023-03-01
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-order,tree,e89653123a38ddddfd70d71589c15d28ba2444ccefd5d7903e71ec762f2b4bd3,https://apps.n-somerset.gov.uk/planningdata/Tree_Dataset.json,ogl3,200,0.0,,4613e0735fe6ae7824b01d21c6f32fc3e2c4c00ce325fc2c7107438a0bf9838f,2025-03-12,2024-08-21,,2024-12-15,,2023-03-01
local-authority:SLF,ODP-Track3,Salford City Council,conservation-area,conservation-area,d02c91c33b6d0999c5d95acab72bd87e012f150427e4b7759a5e4bd5a150eed2,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:aslp_conservation_areas&outputFormat=application%2Fjson,ogl3,200,0.0,,8e73b847902d3858b27ae7ffbcd5a5500021e41b716b134c8e91808603fa9bb1,2025-03-12,2024-11-13,,2024-11-19,,2023-03-01
local-authority:SLF,ODP-Track3,Salford City Council,listed-building,listed-building-outline,95948197690657516e22d8064af1f48f922f2796e7d3b319a25f57dbb99f661a,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:IHM_LISTEDBUILDINGS&outputFormat=application%2Fjson,ogl3,,1.0,ConnectionError,,2025-03-12,2025-02-07,,,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,article-4-direction,article-4-direction,ca4bb4ce3d76cc57183c2de03dfddb6f3e45b451c658b077d0626e2b6f871c0a,https://www.wirral.gov.uk/files/article-4-direction.csv/download?inline,ogl3,200,0.0,,f70af577a0c85dd9907b50591a89d0c9df376ed17555731f8365dfb38d516eca,2025-03-12,2024-11-20,,2024-11-28,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,article-4-direction,article-4-direction-area,55cf0a2a52a0c2e523e1d7606e6c3d55e8a3aca681babe9acc1183e4afa76439,https://www.wirral.gov.uk/files/article-4-direction-area.geojson/download?inline,ogl3,200,0.0,,bf8ac23c3f07ca67b8439b4c3ee8f572e8d01ef03663d0c0745aeaad42bcd5ba,2025-03-12,2024-11-20,,2024-11-20,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,conservation-area,conservation-area,d28294636eb23ba136308d5e1ce0739bbaa7bb05031c6a86f632a2519099ed87,https://www.wirral.gov.uk/files/conservationarea.geojson/download?inline,ogl3,200,0.0,,6963528bc8685705d9116533cac3be9c47f8a3e633edeb03885fa77ca31081d0,2025-03-12,2024-10-25,,2025-01-11,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,conservation-area,conservation-area-document,4f7e77db56b58e62b7f5935cd7eabff4cbfa2a059023a0ec1114b47c7f99febb,https://www.wirral.gov.uk/files/conservation-area-document.csv/download?inline,ogl3,200,0.0,,ccc0618dc7ea214801a657f46524643a04e347eb3f09796d807b2daf9eed55bc,2025-03-12,2024-10-25,,2025-01-11,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,listed-building,listed-building-outline,d24dbcb176ee1cca4e169d3793e9856b72560bd49ae96bec292df6d7a70d14ce,https://www.wirral.gov.uk/files/listed-building-outline.geojson/download?inline,ogl3,200,0.0,,a039f062155488a3314e191521fccae7cdd90e4049b72684af9ba1bf34feb139,2025-03-12,2024-11-13,,2025-02-05,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-order,tree-preservation-order,7fba602d0916908c150e4326bde44c19c2a8b9a0dae0ada39e4e1c7c6146a5e6,https://www.wirral.gov.uk/files/tree-preservation-order.csv/download?inline,ogl3,200,0.0,,a75a04d2df1891794ddd860588e6a80a3be8fe9f70a9c2846444bf3fba774600,2025-03-12,2025-02-05,,2025-02-06,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-order,tree-preservation-zone,5b89802a704295d92602c760c47dc51667c47ec841baf56d6852dfc3fd91d5d5,https://www.wirral.gov.uk/files/tree-preservation-zone.geojson/download?inline,ogl3,200,0.0,,71a6e97c0db8bfc576d27063f16c25ca75c27d697169c76728b44ff99d7d05cc,2025-03-12,2025-02-05,,2025-02-06,,2023-03-01
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-order,tree,aa5fe3c1812f1ba4cc50111b8e90e081ea8dbe666f08d506c5adfe76fd7a7c3f,https://www.wirral.gov.uk/files/tree.geojson/download?inline,ogl3,200,0.0,,e6985ac73653a4d4f06e18eaa510d017a350df8d8e6c36a98e9a37f388823dad,2025-03-12,2025-02-05,,2025-02-06,,2023-03-01
local-authority:ASF,ODP-Track4,Ashford Borough Council,listed-building,listed-building-outline,d4f439fc666b883c110ba5399f83e9519aa6085d00c1ba4ba761091d41bf2a79,https://www.ashford.gov.uk/media/nbtf0mzr/listedbuilding_abc.csv,ogl3,200,0.0,,26c75ac4c3bac8eb22241733f03d9bf20c87c16b0ab5a7c6375ebd36f1890988,2025-03-12,2024-10-25,,2024-10-26,,2024-02-27
local-authority:ASF,ODP-Track4,Ashford Borough Council,tree-preservation-order,tree-preservation-order,e9a8796c89f39ff819566625f243643b3ff953a30f1f247778bb57741cc5653c,https://www.ashford.gov.uk/media/uuqnswra/tpo_spatial_22_07_24.csv,ogl3,200,0.0,,53ad52dfa778c93250aad21a5743e74723e197244f921d0d6c05c157db6f9b0f,2025-03-12,2024-09-02,,2024-09-02,,2024-02-27
local-authority:BAI,ODP-Track4,Basildon Borough Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:BAI,ODP-Track4,Basildon Borough Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:BOL,ODP-Track4,Bolton Metropolitan Borough Council,conservation-area,conservation-area,497ff12e5e4ff3aeef32e70159343a218fa721ac494eb3eb3428b19cb6187e22,https://maps.bolton.gov.uk/residents/getows.ashx?mapsource=Bolton/inspire&TypeName=dpd_conservation&version=1.0.0&request=GetFeature&service=WFS,,200,0.0,,f0ff65ce7dbd791794f267b57c8f05b125bd895193cc91d374e9e60812af323b,2025-03-12,2020-09-05,,2023-01-11,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,article-4-direction,article-4-direction,46119b56528a12bad69cc19160000ab2ca3f8edd39b05f74ad8bc956b531a57e,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/7/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,09da98eb5acfd9a9c5b1be8fab3b82361269d89e29b92c79f4b0b6b31e59d27c,2025-03-12,2024-10-16,,2024-10-17,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,article-4-direction,article-4-direction-area,c998e8befc7c357fe7f001af02e9ddc2cd3238c81d958e8156188fdf2f06ba2f,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/6/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,1ea914fa7dba6e601f60535e57bd9d4b742c385577337be2ca1899d482c43e96,2025-03-12,2024-10-16,,2024-10-19,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,conservation-area,conservation-area,867e63988b9b050238b0deb9b9cc02994bc74432ccb95b7716a46b7252c8d7f9,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/5/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,ddc8e4deafa81c5ff5be8484cd9f2fc022cc54db3eccd28b1ad5a48e451d3a88,2025-03-12,2024-10-16,,2024-10-17,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,conservation-area,conservation-area-document,336059237936a81622bd4e129068f553b5692b8bd3c6b33c61d0174a83d33024,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/4/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,2a0efbfde7ed2909b790ce27c58dd800d8433015de5c6eaf8394597d8e95cf3b,2025-03-12,2024-10-16,,2024-10-17,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,listed-building,listed-building-outline,ebec555824d8f1bb2148af571a63c0ca99e01a173f6bce70ff36287d2a4e2ea9,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/3/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,a4fcbc8541c6ac24d5e49b9caddfe0463b8280fb2d26540156cfc2785a94dede,2025-03-12,2024-10-16,,2024-11-05,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,tree-preservation-order,tree-preservation-order,373a2a47ad71f4dec9927f6eb438a061ec568424840fe818512deadda91d9eff,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,2fb2b91c523e0ba38d10a651a83f41fa16b050a78170f2cf7205b42b70c5d8ea,2025-03-12,2024-10-16,,2025-03-10,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,tree-preservation-order,tree-preservation-zone,e4c1a1851eb69c43ed4735aaa145d2975ef94f3a98ba7fe8ec30fa64dca7dba0,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/2/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,5b81c3d12a06fcc4b6a2007eb3d9df857f704f3b4171af5d0588f3c24e633a9c,2025-03-12,2024-10-16,,2025-02-14,,2024-02-27
local-authority:BST,ODP-Track4,Bristol City Council,tree-preservation-order,tree,921cc67b0a42e501137e3a4cb112b281dece73502ba7428e5d26d622052f2a22,https://maps2.bristol.gov.uk/server2/rest/services/ext/ODP_Datasets/MapServer/1/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,8496bbb9748bbf28952f5b0bc9d5dd3ee10d36d5f43360f3c193bd99fb890664,2025-03-12,2024-10-16,,2025-03-10,,2024-02-27
local-authority:BRO,ODP-Track4,Broadland District Council,article-4-direction,article-4-direction-area,3afdfd4ac6cba415f6ca0fd5cc7669cc4b25e827f40319b815a2ec5c3b9f1836,https://www.southnorfolkandbroadland.gov.uk/asset-library/bdc-article-4-direction-area.json,ogl3,200,0.0,,17e766b46f62f94f653771f53bcad6295da4c2c908cfe2f46ea06f192310e190,2025-03-12,2025-01-15,,2025-01-17,,2024-02-27
local-authority:BRO,ODP-Track4,Broadland District Council,tree-preservation-order,tree-preservation-order,a215cd87ddc71f2c176fd566ac6885034368766a51389efecf48f9bb635080f5,https://www.southnorfolkandbroadland.gov.uk/asset-library/bdc-tree-preservation-order.csv,ogl3,200,0.0,,e313204ef67fe9f4f998f2cc028b59960bb7fec14b0607aa55e6a95299b7aafc,2025-03-12,2024-12-12,,2024-12-17,,2024-02-27
local-authority:CAS,ODP-Track4,Castle Point Borough Council,article-4-direction,article-4-direction,cbcb9faf926ec4e15ec1c8d8459b4593810faa005d6ba61cc76dfd372c210b5a,https://www.castlepoint.gov.uk/download/article-4-direction-datasetcsv.csv?ver=14179&doc=docm93jijm4n8305.csv,ogl3,200,0.0,,c5199e6d05dcf23b7a5248c6ce82d6376ef53a25b43583a78f5563136a6af863,2025-03-12,2024-09-20,,2024-09-20,,2024-02-27
local-authority:CAS,ODP-Track4,Castle Point Borough Council,article-4-direction,article-4-direction-area,aebb76c92ecb4193c63cd0bbf1c06682356617dadfb2c7b1fd38474d3fa967b7,https://www.castlepoint.gov.uk/download/article-4-direction-areacsv.csv?ver=14180&doc=docm93jijm4n8306.csv,ogl3,200,0.0,,f3c783fb3a5678215754c467cabca7bbdf22d23a9776507dc157706ef3fe8464,2025-03-12,2024-09-20,,2024-09-20,,2024-02-27
local-authority:CAS,ODP-Track4,Castle Point Borough Council,conservation-area,conservation-area,a03c0455c85c00217e7894da32a8ab3098afedf81e1a55ad6efd640946d48b17,https://www.castlepoint.gov.uk/download/conservation-area-datasetcsv.csv?ver=14182&doc=docm93jijm4n8308.csv,ogl3,200,0.0,,8572de0dc3c64f532423b3d07f4b27e2b9be35a2ec7abefdbef1112c44a2b44c,2025-03-12,2024-09-20,,2024-09-20,,2024-02-27
local-authority:CAS,ODP-Track4,Castle Point Borough Council,conservation-area,conservation-area-document,1cab8306fac63bd8fee359d1a5d91f937570f879cd5e43b5b290f339522afeb3,https://www.castlepoint.gov.uk/download/conservation-area-documents-datasetcsv.csv?ver=14181&doc=docm93jijm4n8307.csv,ogl3,200,0.0,,08f420ff16ff191dfba199996ff4a4c062432afa7122d4d344e3653943da2a30,2025-03-12,2024-09-20,,2024-09-22,,2024-02-27
local-authority:CAS,ODP-Track4,Castle Point Borough Council,listed-building-outline,listed-building-outline,cbe341d35f136660c24e7e06e6d6a4c8e88c8f126906ddcc394a856d51718e3f,https://www.castlepoint.gov.uk/download/listed-building-datacsv.csv?ver=14184&doc=docm93jijm4n8309.csv,ogl3,200,0.0,,c32c49826ab51dbbd1e0a4d987711a2e8abc5a169759da8607f1a6073ce8c202,2025-03-12,2024-09-23,,2024-09-25,,2024-02-27
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:CBF,ODP-Track4,Central Bedfordshire Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:LND,ODP-Track4,City of London Corporation,article-4-direction,article-4-direction,7fd9d1689d43229394ad65492587dd663d84e5b5e713353387701e010f3a1856,https://www.mapping.cityoflondon.gov.uk/arcgis/rest/services/COL_Published/MapServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,92d0a4fd30ad37c299a239d5ab0c89d784bb69c15c481527d7318e6eb5d60892,2025-03-12,2024-10-22,,2024-10-26,,2024-02-27
local-authority:LND,ODP-Track4,City of London Corporation,conservation-area,conservation-area,10cf8d9f6bbb69c93cfee3277941fb6b88b21d9c681532f7a1a1846eebdb7af0,https://www.mapping.cityoflondon.gov.uk/arcgis/rest/services/COL_Published/MapServer/1/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,88d60406d6af913f5379777341705a55b55dc45dcdf63e70e521787184f616c1,2025-03-12,2024-10-25,,2024-10-26,,2024-02-27
local-authority:LND,ODP-Track4,City of London Corporation,listed-building,listed-building-outline,2422d123ec972ac516171687e530b37a7b0c9cfc53cb9154e0121dd5bcaafc03,https://www.mapping.cityoflondon.gov.uk/arcgis/rest/services/COL_Published/MapServer/2/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,53ee501b5265edcb63ae18219a2a34744b36582da0048f20d794f0a2ef897d15,2025-03-12,2024-10-25,,2024-12-01,,2024-02-27
local-authority:WSM,ODP-Track4,City of Westminster,article-4-direction,article-4-direction,ca7ca40185bbb4e749a42747e64978cdb051508c602c47b2c8ef521314defcaa,https://www.westminster.gov.uk/media/document/wcc-article-4-direction-dataset-feb-2025,ogl3,200,0.0,,f0369125f859fd88e8882b88e0c973bdcdf77f475a40d0790618120b9ecec072,2025-03-12,2025-02-14,,2025-02-25,,2024-02-27
local-authority:WSM,ODP-Track4,City of Westminster,article-4-direction,article-4-direction-area,77eac0a88dc3c45103f4608cfd75de8f4dfb7621af486dbe6c353c01894c9bc8,https://www.westminster.gov.uk/media/document/wcc-article-4-direction-area-dataset-feb-2025,ogl3,200,0.0,,452f6c2988c4ab772c4e3b5aee2d82fda420a915957cf49eb0d1bf931547930d,2025-03-12,2025-02-14,,2025-02-18,,2024-02-27
local-authority:WSM,ODP-Track4,City of Westminster,conservation-area,conservation-area,30e2532900e425a38a9e9f66a4483819b9875cb49b690c1061f7307b85332137,https://www.westminster.gov.uk/media/document/wcc-conservation-area-dataset-feb-2025,ogl3,200,0.0,,2d7ef3f2a121834056b376799e2310b4b9eb3febe49b40952c4282b409be9bab,2025-03-12,2025-02-18,,2025-02-20,,2024-02-27
local-authority:WSM,ODP-Track4,City of Westminster,conservation-area,conservation-area-document,d2c6b215d0a1ff1b8f6ec443f71797e3f16c046d31691020b8fcfe435e6ad23b,https://www.westminster.gov.uk/media/document/wcc-conservation-area-document-dataset-feb-2025,ogl3,200,0.0,,ac181fbee6e0fb95fc2f50efe20170eba98e9871498dc99b41c265ffb9caaaf5,2025-03-12,2025-02-18,,2025-02-20,,2024-02-27
local-authority:YOR,ODP-Track4,City of York Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:YOR,ODP-Track4,City of York Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:ECA,ODP-Track4,East Cambridgeshire District Council,article-4-direction,article-4-direction,7b0904bd85af78baccb3d8c75d75ec149f0f9af3661a1dc1c983ada3d9a69150,https://eastcambs.gov.uk/sites/default/files/2024-12/Article%204%20direction%20dataset%20-New.csv,ogl3,200,0.0,,9f74f7060a9c0260ad4595074384a5280a4674db1b53b0421e37e2ff13b240a9,2025-03-12,2024-12-02,,2024-12-03,,2024-02-27
local-authority:ECA,ODP-Track4,East Cambridgeshire District Council,article-4-direction,article-4-direction-area,aa1a95099c62c629e9e7e6955edd959e367374f7fbaf94a4af4056ff47387368,https://eastcambs.gov.uk/sites/default/files/2024-11/Article%204%20direction%20area%20%282%29.gpkg,ogl3,200,0.0,,992cc569d3f969c1e107720d9f252ca8397627e52a57a6d8b056b4668c78dafc,2025-03-12,2024-12-02,,2024-07-04,,2024-02-27
local-authority:ECA,ODP-Track4,East Cambridgeshire District Council,conservation-area,conservation-area,51fe21e9011479314712c9bc6e51015c2ab07c6f8fc25874eca1eeffdfa0563a,https://eastcambs.gov.uk/sites/default/files/2024-12/Conservation%20area%20dataset.gpkg,ogl3,200,0.0,,44138728a3aabde3db4b8c3fa8ca72c98ad60b3dc7c861e39d7fd21b0afd0bf1,2025-03-12,2024-12-18,,2024-07-04,,2024-02-27
local-authority:ECA,ODP-Track4,East Cambridgeshire District Council,conservation-area,conservation-area-document,64c36a1b7c32466beac9e2aea1e7bd59677e5a61106b4ba83ce1bcd714472880,https://eastcambs.gov.uk/sites/default/files/2024-12/Conservation%20area%20documents%20datasets%20%286%29_0.csv,ogl3,200,0.0,,075d6719aa89f434a8f5a4855c56f70abf2861aca36a13737d58c305fcf511a3,2025-03-12,2025-01-21,,2025-01-22,,2024-02-27
local-authority:EHA,ODP-Track4,East Hampshire District Council,article-4-direction,article-4-direction,1169c99235083f6e03fce461a88f285aff1350289123ca6e4fc30e3b3fcb2df1,https://www.easthants.gov.uk/sites/default/files/2024-10/Open%20data%20-%20article%204%20direction.csv,ogl3,200,0.0,,8688a1a627f1b28ca46ed940854f28c4784345330ebdcc793e55c603a40524d4,2025-03-12,2024-12-18,,2024-12-19,,2024-02-27
local-authority:EHA,ODP-Track4,East Hampshire District Council,conservation-area,conservation-area,330a3056cae0abd2395e9dc253ed519db95f9524c9e9c7920a82081604648904,https://www.easthants.gov.uk/sites/default/files/2024-10/Open%20data%20-%20conservation%20areas.csv,ogl3,200,0.0,,02ffd46bd6734a80cd2fe50f82a359ecf12d01d08f4f83fc968b133926edfa73,2025-03-12,2024-12-18,,2024-12-21,,2024-02-27
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:EHE,ODP-Track4,East Hertfordshire District Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
