organisation,cohort,organisation_name,pipeline,issue_type,severity,responsibility,count_issues,collection,endpoint,endpoint_url,latest_status,latest_exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date
local-authority:DOV,ODP-Track3,Dover District Council,article-4-direction-area,invalid geometry - fixed,warning,external,4.0,article-4-direction,701a969f68db2fb8bae189534a1f32bb1cc5e357a3f67aa2a7deaae600fd4537,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Article_4_Output_view/FeatureServer/0//query?where=1%3D1&f=geojson&outfields=*,200,,b6082177f2b53998f9de606473313f22108486873773cf4a7933a15463576576,2025-03-19,2023-12-21,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,article-4-direction-area,missing value,error,external,55.0,article-4-direction,701a969f68db2fb8bae189534a1f32bb1cc5e357a3f67aa2a7deaae600fd4537,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Article_4_Output_view/FeatureServer/0//query?where=1%3D1&f=geojson&outfields=*,200,,b6082177f2b53998f9de606473313f22108486873773cf4a7933a15463576576,2025-03-19,2023-12-21,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,conservation-area,,,,,conservation-area,fbe35483bb292b89c811a2db835df9dd5212ee1093daebd1f6b811d620643c1b,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Conservation_Areas_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,6f7313348156fb6f5497c7da44ac0d6886260645be276dbf6fc3db3c9622bdad,2025-03-19,2023-10-10,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,listed-building-outline,no associated documents found for this area,error,external,1699.0,listed-building,5bc1ac9884d11a0e747e1ba0356b6928e026966dc5b36d8b79c3641ddb9950d6,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/Listed_Buildings_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,18fde3917562add77ac69debcaa5cca4637a51d89e6e7a8b8c810aa88b28fcdd,2025-03-19,2023-10-13,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,tree,,,,,tree-preservation-order,0cfd31d51f6c7f8970b87a59b295083e383661d48ec12ea3ff5f652498b9b867,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/1/query?where=1%3D1&f=geojson&outFields=*,200,,54c0de04b468c95ed61cfbf36777506b7aa4f6b5b50ae1c8b7dd53c92461a128,2025-03-19,2023-10-26,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,,,,,tree-preservation-order,,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/2/query?where=1=1&outfields=*&f=geojson,,,f0082ba711ef431ccd5cc0c23c8c643fcbd6aec1c37161ab655d4bd0dfecf7fc,2023-12-22,,,2023-12-22,2023-12-22
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,missing value,error,external,434.0,tree-preservation-order,ff199b1dc647436cb33b44f767c27b282ac993f2c0b8b8e9e5158774d1d5824a,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/2/,200,,d73e0e40dc03a8677414002059eef97446863a94a636b3e4d90a830917b28365,2025-03-19,2023-12-22,,2024-02-07,
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-order,missing value,error,external,6.0,tree-preservation-order,ff199b1dc647436cb33b44f767c27b282ac993f2c0b8b8e9e5158774d1d5824a,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/2/,200,,d73e0e40dc03a8677414002059eef97446863a94a636b3e4d90a830917b28365,2025-03-19,2023-12-22,,2024-02-07,
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-zone,invalid geometry - fixed,warning,external,2.0,tree-preservation-order,c02b990ae3d48107c12c7482ab3a9b8662a2ca8b081756c63cabdd8a01e065e7,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,ee81bcc498e2615bdb9172d2b9ebb439ae80360c74a0be620d3f35b7568bd3a5,2025-03-19,2023-10-11,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-zone,patch,info,internal,686.0,tree-preservation-order,c02b990ae3d48107c12c7482ab3a9b8662a2ca8b081756c63cabdd8a01e065e7,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,ee81bcc498e2615bdb9172d2b9ebb439ae80360c74a0be620d3f35b7568bd3a5,2025-03-19,2023-10-11,,2024-06-28,
local-authority:DOV,ODP-Track3,Dover District Council,tree-preservation-zone,reference values are not unique,error,external,242.0,tree-preservation-order,c02b990ae3d48107c12c7482ab3a9b8662a2ca8b081756c63cabdd8a01e065e7,https://services-eu1.arcgis.com/xk4RA36G57mVH7Aw/ArcGIS/rest/services/TPO_National_Planning_Map_view/FeatureServer/0/query?where=1%3D1&f=geojson&outFields=*,200,,ee81bcc498e2615bdb9172d2b9ebb439ae80360c74a0be620d3f35b7568bd3a5,2025-03-19,2023-10-11,,2024-06-28,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,article-4-direction,,,,,article-4-direction,1affbd7b3234b3c11be84f769ad57b39712d5945c637269daa5742e1bb196976,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=article_4_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,200,,b58ee0047511fd07c3658776804bc869f5f862865b333522064609894ec60e2a,2025-03-19,2024-04-08,,2024-04-09,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,article-4-direction-area,,,,,article-4-direction,9786de81333a1dc128c875e0e362701712c0eb282f3888c31aa3383fe059d9e2,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_article_4&outputFormat=application%2Fjson,200,,36ac9711517f8f53b3215747df2a02151e932586dc37b073b05899992a6392fa,2025-03-19,2024-04-08,,2024-10-04,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,conservation-area,,,,,conservation-area,f6e780af9842b90fcd4af1250ba894d7d07c7acac18210210db38e4c4cc702f4,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_conservationareas&outputFormat=application%2Fjson,200,,240a0a57843dd480f7593dd3152bb43b5d243827935feea96320a52bf37fe553,2025-03-19,2024-04-08,,2024-10-03,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,conservation-area-document,,,,,conservation-area,1ce2276aaa2ee05aed0c14e5eb4023692eb41feaf5ff89c76b79e1df7cae158f,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=conservation_area_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,200,,0b71c06f69d1477a0ca25514b91f0faafcb6395fb02427bf0121c089af78ce46,2025-03-19,2024-04-08,,2024-09-18,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,listed-building-outline,no associated documents found for this area,error,external,916.0,listed-building,d19fec0b28886bf0d4cb16d2af1bb71db84bf95fda52a6369b1ee39473a8e1bd,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_listed_buildings&outputFormat=application%2Fjson,200,,9286b87b1c811bf02ccb08639233f98f0030c80dc9236276d58203949577b9c2,2025-03-19,2024-04-08,,2024-10-04,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree,no associated documents found for this area,error,external,6985.0,tree-preservation-order,c4e4b10ec88156ebc3c47565a192ec736e6da47b5a6f4153ae56f18ff1aa0368,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorders&outputFormat=application%2Fjson,200,,4b502ea3a1cd6efcf41045b86e4703fe7368b575f9ff0dbf180271f66516d551,2025-03-19,2024-04-08,,2025-01-29,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-order,missing value,error,external,1.0,tree-preservation-order,f8d1d243adf081fbb70f9ca76464a1de9da7f9266ee4b94a8ebfba6d894c89a0,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=tree_preservation_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,200,,0cb067c79ae0b7d9f499978f2c177423292d6749eb60cf68b9d12a81ff55ba8c,2025-03-19,2024-04-08,,2025-01-29,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-order,unknown entity - missing reference,error,external,1.0,tree-preservation-order,f8d1d243adf081fbb70f9ca76464a1de9da7f9266ee4b94a8ebfba6d894c89a0,https://map.northlincs.gov.uk/GetOWS.ashx?VERSION=1.0.0&SERVICE=WFS&REQUEST=GetFeature&TYPENAME=tree_preservation_details&MAPSOURCE=nlincs_mapsources%2Fnlc_wfs&OUTPUTFORMAT=csv,200,,0cb067c79ae0b7d9f499978f2c177423292d6749eb60cf68b9d12a81ff55ba8c,2025-03-19,2024-04-08,,2025-01-29,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-zone,missing value,error,external,1.0,tree-preservation-order,53eba20d9ed28d7c5697801cac14484725fd0bb86175cea268180ecdbec89123,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorder_zones&outputFormat=application%2Fjson,200,,703f9fe058c16b564d38be328536dedf518182406cd61a7a691092a72e0186ed,2025-03-19,2024-04-08,,2024-12-19,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-zone,no associated documents found for this area,error,external,380.0,tree-preservation-order,53eba20d9ed28d7c5697801cac14484725fd0bb86175cea268180ecdbec89123,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorder_zones&outputFormat=application%2Fjson,200,,703f9fe058c16b564d38be328536dedf518182406cd61a7a691092a72e0186ed,2025-03-19,2024-04-08,,2024-12-19,
local-authority:NLN,ODP-Track3,North Lincolnshire Council,tree-preservation-zone,unknown entity - missing reference,error,external,1.0,tree-preservation-order,53eba20d9ed28d7c5697801cac14484725fd0bb86175cea268180ecdbec89123,https://m.northlincs.gov.uk/geoserver/arcus_ws/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=arcus_ws%3Aopen_treepreservationorder_zones&outputFormat=application%2Fjson,200,,703f9fe058c16b564d38be328536dedf518182406cd61a7a691092a72e0186ed,2025-03-19,2024-04-08,,2024-12-19,
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction,missing value,error,external,38.0,article-4-direction,0587dcfba69b374a7b3146db4efdb34d3ba92db745aef9b895b4cade24d0ac2e,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Dataset.csv,200,,866679c103c00233203e50764df295ad524bf9f09d2d0eb66425a4afbbaeb163,2025-03-19,2024-06-24,,2024-06-25,
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction,missing value,error,external,38.0,article-4-direction,0587dcfba69b374a7b3146db4efdb34d3ba92db745aef9b895b4cade24d0ac2e,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Dataset.csv,200,,866679c103c00233203e50764df295ad524bf9f09d2d0eb66425a4afbbaeb163,2025-03-19,2024-06-24,,2024-06-25,
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction-area,Unexpected geom type within GeometryCollection,error,external,1.0,article-4-direction,e23d220663fd8297427832c7f0aa7bf8431a5318051364ff57df31be4dd3052c,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Area.json,200,,b7e4ada58051378923852651f797fd004c04ce3ebc36e94ef3127132cda2c532,2025-03-19,2024-06-24,,2024-06-25,
local-authority:NSM,ODP-Track3,North Somerset Council,article-4-direction-area,missing value,error,external,38.0,article-4-direction,e23d220663fd8297427832c7f0aa7bf8431a5318051364ff57df31be4dd3052c,https://apps.n-somerset.gov.uk/planningdata/Article%204%20Direction%20Area.json,200,,b7e4ada58051378923852651f797fd004c04ce3ebc36e94ef3127132cda2c532,2025-03-19,2024-06-24,,2024-06-25,
local-authority:NSM,ODP-Track3,North Somerset Council,conservation-area,,,,,conservation-area,69f9df6cc9c634fe3b7c157d9478fd1983dba349226f8d3a80dc863ba37f88e5,https://apps.n-somerset.gov.uk/planningdata/Conservation%20Areas.json,200,,9c922f9d816efb139c1d3391dc9ac4e3cc42a757ca1e7cceb45b854770f25a99,2025-03-19,2024-06-21,,2024-06-25,
local-authority:NSM,ODP-Track3,North Somerset Council,listed-building-outline,invalid geometry - fixed,warning,external,2.0,listed-building,86989e02343ffef9d8b435e466deffa059597d4e9f643cacd2daf625b19d726a,https://apps.n-somerset.gov.uk/planningdata/Listed_buildings_outline_dataset.json,200,,420181ac627396d3125c417027a29004a2f989c91abebb869af532e5201f71e1,2025-03-19,2024-06-24,,2024-10-23,
local-authority:NSM,ODP-Track3,North Somerset Council,listed-building-outline,no associated documents found for this area,error,external,1081.0,listed-building,86989e02343ffef9d8b435e466deffa059597d4e9f643cacd2daf625b19d726a,https://apps.n-somerset.gov.uk/planningdata/Listed_buildings_outline_dataset.json,200,,420181ac627396d3125c417027a29004a2f989c91abebb869af532e5201f71e1,2025-03-19,2024-06-24,,2024-10-23,
local-authority:NSM,ODP-Track3,North Somerset Council,tree,,,,,tree-preservation-order,e89653123a38ddddfd70d71589c15d28ba2444ccefd5d7903e71ec762f2b4bd3,https://apps.n-somerset.gov.uk/planningdata/Tree_Dataset.json,200,,4613e0735fe6ae7824b01d21c6f32fc3e2c4c00ce325fc2c7107438a0bf9838f,2025-03-19,2024-08-21,,2024-12-15,
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-order,missing value,error,external,5644.0,tree-preservation-order,239445b34f503bc768c366c4260fc26b498f62951c1cb1215f8305165cc7b688,https://apps.n-somerset.gov.uk/planningdata/Tree_Preservation_Order_Dataset.csv,200,,4ac6b9b6f49a6ee5fec067cd0c14be68a80608932ae74a85c64a1ab27d8e55b5,2025-03-19,2024-09-02,,2024-12-15,
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-order,missing value,error,external,5644.0,tree-preservation-order,239445b34f503bc768c366c4260fc26b498f62951c1cb1215f8305165cc7b688,https://apps.n-somerset.gov.uk/planningdata/Tree_Preservation_Order_Dataset.csv,200,,4ac6b9b6f49a6ee5fec067cd0c14be68a80608932ae74a85c64a1ab27d8e55b5,2025-03-19,2024-09-02,,2024-12-15,
local-authority:NSM,ODP-Track3,North Somerset Council,tree-preservation-zone,patch,info,internal,1460.0,tree-preservation-order,d481e2c6bf9d4c2dae5bf6d8e2b199b74755104b807830c41d7515c4b46a70c6,https://apps.n-somerset.gov.uk/planningdata/Tree_Preservation_Zone_Dataset.json,200,,426531e5d5883a8a88e163607cedd1e3589f8a7d5e9b07c7e2f6c857759ebc36,2025-03-19,2024-06-24,,2024-12-15,
local-authority:SLF,ODP-Track3,Salford City Council,conservation-area,,,,,conservation-area,,https://map.salford.gov.uk/geoserver/INSPIRE/ows?service=WFS&version=2.0.0&request=GetFeature&typeName=INSPIRE:IHM_CONSERVATIONAREAS&srsName=EPSG:4326&outputFormat=application/json,,,f5147cd1d96bd0387bea0221b71fcf8f704b278f6de7aa65848cc07fea8bbe72,2024-11-19,,,2021-10-22,2024-11-19
local-authority:SLF,ODP-Track3,Salford City Council,conservation-area,OSGB,warning,external,16.0,conservation-area,d02c91c33b6d0999c5d95acab72bd87e012f150427e4b7759a5e4bd5a150eed2,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:aslp_conservation_areas&outputFormat=application%2Fjson,200,,8e73b847902d3858b27ae7ffbcd5a5500021e41b716b134c8e91808603fa9bb1,2025-03-19,2024-11-13,,2024-11-19,
local-authority:SLF,ODP-Track3,Salford City Council,listed-building-outline,OSGB,warning,external,239.0,listed-building,95948197690657516e22d8064af1f48f922f2796e7d3b319a25f57dbb99f661a,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:IHM_LISTEDBUILDINGS&outputFormat=application%2Fjson,200,,104e504121469dc6d5ecbd80345951ae3a98aa6a1de264d02d21779ae0a1626b,2025-03-19,2025-02-07,,2025-02-11,
local-authority:SLF,ODP-Track3,Salford City Council,listed-building-outline,invalid geometry - fixed,warning,external,1.0,listed-building,95948197690657516e22d8064af1f48f922f2796e7d3b319a25f57dbb99f661a,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:IHM_LISTEDBUILDINGS&outputFormat=application%2Fjson,200,,104e504121469dc6d5ecbd80345951ae3a98aa6a1de264d02d21779ae0a1626b,2025-03-19,2025-02-07,,2025-02-11,
local-authority:SLF,ODP-Track3,Salford City Council,listed-building-outline,no associated documents found for this area,error,external,239.0,listed-building,95948197690657516e22d8064af1f48f922f2796e7d3b319a25f57dbb99f661a,https://map.salford.gov.uk/geoserver/SpatialPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=SpatialPlanning:IHM_LISTEDBUILDINGS&outputFormat=application%2Fjson,200,,104e504121469dc6d5ecbd80345951ae3a98aa6a1de264d02d21779ae0a1626b,2025-03-19,2025-02-07,,2025-02-11,
local-authority:WFT,ODP-Track3,London Borough of Waltham Forest,article-4-direction-area,OSGB,warning,external,807.0,article-4-direction,,https://www.walthamforest.gov.uk/sites/default/files/2025-02/Waltham_Forest_Article_4_Directions_0.gpkg,,,5955c2332cd976d12df53e81a4f159bee71a05e4b51ce7a8143bfedd0890114e,2025-03-05,,,2025-02-25,
local-authority:WFT,ODP-Track3,London Borough of Waltham Forest,article-4-direction-area,invalid geometry - fixed,warning,external,24.0,article-4-direction,,https://www.walthamforest.gov.uk/sites/default/files/2025-02/Waltham_Forest_Article_4_Directions_0.gpkg,,,5955c2332cd976d12df53e81a4f159bee71a05e4b51ce7a8143bfedd0890114e,2025-03-05,,,2025-02-25,
local-authority:WFT,ODP-Track3,London Borough of Waltham Forest,article-4-direction-area,OSGB,warning,external,807.0,article-4-direction,95f83343461284d9520c7c2a426253cbac94694e9222d938d10cf10f0b0b082f,https://www.walthamforest.gov.uk/sites/default/files/2025-03/Waltham_Forest_Article_4_Directions_4.gpkg,200,,5955c2332cd976d12df53e81a4f159bee71a05e4b51ce7a8143bfedd0890114e,2025-03-19,2025-03-04,,2025-02-25,
local-authority:WFT,ODP-Track3,London Borough of Waltham Forest,article-4-direction-area,invalid geometry - fixed,warning,external,24.0,article-4-direction,95f83343461284d9520c7c2a426253cbac94694e9222d938d10cf10f0b0b082f,https://www.walthamforest.gov.uk/sites/default/files/2025-03/Waltham_Forest_Article_4_Directions_4.gpkg,200,,5955c2332cd976d12df53e81a4f159bee71a05e4b51ce7a8143bfedd0890114e,2025-03-19,2025-03-04,,2025-02-25,
local-authority:WRL,ODP-Track3,Wirral Borough Council,article-4-direction,,,,,article-4-direction,ca4bb4ce3d76cc57183c2de03dfddb6f3e45b451c658b077d0626e2b6f871c0a,https://www.wirral.gov.uk/files/article-4-direction.csv/download?inline,200,,f70af577a0c85dd9907b50591a89d0c9df376ed17555731f8365dfb38d516eca,2025-03-19,2024-11-20,,2024-11-28,
local-authority:WRL,ODP-Track3,Wirral Borough Council,article-4-direction-area,OSGB,warning,external,13.0,article-4-direction,55cf0a2a52a0c2e523e1d7606e6c3d55e8a3aca681babe9acc1183e4afa76439,https://www.wirral.gov.uk/files/article-4-direction-area.geojson/download?inline,200,,bf8ac23c3f07ca67b8439b4c3ee8f572e8d01ef03663d0c0745aeaad42bcd5ba,2025-03-19,2024-11-20,,2024-11-20,
local-authority:WRL,ODP-Track3,Wirral Borough Council,article-4-direction-area,no associated documents found for this area,error,external,8.0,article-4-direction,55cf0a2a52a0c2e523e1d7606e6c3d55e8a3aca681babe9acc1183e4afa76439,https://www.wirral.gov.uk/files/article-4-direction-area.geojson/download?inline,200,,bf8ac23c3f07ca67b8439b4c3ee8f572e8d01ef03663d0c0745aeaad42bcd5ba,2025-03-19,2024-11-20,,2024-11-20,
local-authority:WRL,ODP-Track3,Wirral Borough Council,conservation-area,OSGB,warning,external,27.0,conservation-area,d28294636eb23ba136308d5e1ce0739bbaa7bb05031c6a86f632a2519099ed87,https://www.wirral.gov.uk/files/conservationarea.geojson/download?inline,200,,6963528bc8685705d9116533cac3be9c47f8a3e633edeb03885fa77ca31081d0,2025-03-19,2024-10-25,,2025-01-11,
local-authority:WRL,ODP-Track3,Wirral Borough Council,conservation-area-document,,,,,conservation-area,4f7e77db56b58e62b7f5935cd7eabff4cbfa2a059023a0ec1114b47c7f99febb,https://www.wirral.gov.uk/files/conservation-area-document.csv/download?inline,200,,ccc0618dc7ea214801a657f46524643a04e347eb3f09796d807b2daf9eed55bc,2025-03-19,2024-10-25,,2025-01-11,
local-authority:WRL,ODP-Track3,Wirral Borough Council,listed-building-outline,OSGB,warning,external,1825.0,listed-building,d24dbcb176ee1cca4e169d3793e9856b72560bd49ae96bec292df6d7a70d14ce,https://www.wirral.gov.uk/files/listed-building-outline.geojson/download?inline,200,,a039f062155488a3314e191521fccae7cdd90e4049b72684af9ba1bf34feb139,2025-03-19,2024-11-13,,2025-02-05,
local-authority:WRL,ODP-Track3,Wirral Borough Council,listed-building-outline,invalid geometry - fixed,warning,external,2.0,listed-building,d24dbcb176ee1cca4e169d3793e9856b72560bd49ae96bec292df6d7a70d14ce,https://www.wirral.gov.uk/files/listed-building-outline.geojson/download?inline,200,,a039f062155488a3314e191521fccae7cdd90e4049b72684af9ba1bf34feb139,2025-03-19,2024-11-13,,2025-02-05,
local-authority:WRL,ODP-Track3,Wirral Borough Council,listed-building-outline,no associated documents found for this area,error,external,1825.0,listed-building,d24dbcb176ee1cca4e169d3793e9856b72560bd49ae96bec292df6d7a70d14ce,https://www.wirral.gov.uk/files/listed-building-outline.geojson/download?inline,200,,a039f062155488a3314e191521fccae7cdd90e4049b72684af9ba1bf34feb139,2025-03-19,2024-11-13,,2025-02-05,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree,OSGB,warning,external,2200.0,tree-preservation-order,aa5fe3c1812f1ba4cc50111b8e90e081ea8dbe666f08d506c5adfe76fd7a7c3f,https://www.wirral.gov.uk/files/tree.geojson/download?inline,200,,e6985ac73653a4d4f06e18eaa510d017a350df8d8e6c36a98e9a37f388823dad,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree,no associated documents found for this area,error,external,9.0,tree-preservation-order,aa5fe3c1812f1ba4cc50111b8e90e081ea8dbe666f08d506c5adfe76fd7a7c3f,https://www.wirral.gov.uk/files/tree.geojson/download?inline,200,,e6985ac73653a4d4f06e18eaa510d017a350df8d8e6c36a98e9a37f388823dad,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-order,,,,,tree-preservation-order,7fba602d0916908c150e4326bde44c19c2a8b9a0dae0ada39e4e1c7c6146a5e6,https://www.wirral.gov.uk/files/tree-preservation-order.csv/download?inline,200,,a75a04d2df1891794ddd860588e6a80a3be8fe9f70a9c2846444bf3fba774600,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-zone,OSGB,warning,external,1221.0,tree-preservation-order,5b89802a704295d92602c760c47dc51667c47ec841baf56d6852dfc3fd91d5d5,https://www.wirral.gov.uk/files/tree-preservation-zone.geojson/download?inline,200,,71a6e97c0db8bfc576d27063f16c25ca75c27d697169c76728b44ff99d7d05cc,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-zone,invalid geometry - fixed,warning,external,9.0,tree-preservation-order,5b89802a704295d92602c760c47dc51667c47ec841baf56d6852dfc3fd91d5d5,https://www.wirral.gov.uk/files/tree-preservation-zone.geojson/download?inline,200,,71a6e97c0db8bfc576d27063f16c25ca75c27d697169c76728b44ff99d7d05cc,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-zone,no associated documents found for this area,error,external,3.0,tree-preservation-order,5b89802a704295d92602c760c47dc51667c47ec841baf56d6852dfc3fd91d5d5,https://www.wirral.gov.uk/files/tree-preservation-zone.geojson/download?inline,200,,71a6e97c0db8bfc576d27063f16c25ca75c27d697169c76728b44ff99d7d05cc,2025-03-19,2025-02-05,,2025-02-06,
local-authority:WRL,ODP-Track3,Wirral Borough Council,tree-preservation-zone,patch,info,internal,1221.0,tree-preservation-order,5b89802a704295d92602c760c47dc51667c47ec841baf56d6852dfc3fd91d5d5,https://www.wirral.gov.uk/files/tree-preservation-zone.geojson/download?inline,200,,71a6e97c0db8bfc576d27063f16c25ca75c27d697169c76728b44ff99d7d05cc,2025-03-19,2025-02-05,,2025-02-06,
local-authority:ASF,ODP-Track4,Ashford Borough Council,listed-building-outline,no associated documents found for this area,error,external,2410.0,listed-building,d4f439fc666b883c110ba5399f83e9519aa6085d00c1ba4ba761091d41bf2a79,https://www.ashford.gov.uk/media/nbtf0mzr/listedbuilding_abc.csv,200,,26c75ac4c3bac8eb22241733f03d9bf20c87c16b0ab5a7c6375ebd36f1890988,2025-03-19,2024-10-25,,2024-10-26,
local-authority:ASF,ODP-Track4,Ashford Borough Council,tree-preservation-order,,,,,tree-preservation-order,e9a8796c89f39ff819566625f243643b3ff953a30f1f247778bb57741cc5653c,https://www.ashford.gov.uk/media/uuqnswra/tpo_spatial_22_07_24.csv,200,,53ad52dfa778c93250aad21a5743e74723e197244f921d0d6c05c157db6f9b0f,2025-03-19,2024-09-02,,2024-09-02,
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,article-4-direction,,,,,article-4-direction,9206a7a18afabe1a5dafe95f6cb1f10d7176ec30054f9a6b66acab94b9300cbb,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/arcgis/rest/services/Article_4_Direction_Dataset/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,200,,442869fd3c532a92531f9afaa5b18b76ca156ee0fa988deb1fd9e876d2d5f25b,2025-03-19,2025-02-11,,2025-02-18,
local-authority:BDG,ODP-Track4,London Borough of Barking and Dagenham,article-4-direction-area,,,,,article-4-direction,,https://services3.arcgis.com/lCzPKKaGs7lhrnrV/ArcGIS/rest/services/Planning_Portal_Article_4_Direction_081223/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,,,2f199d19e7f00921f0d754e277e6e8ba89775d8d2c715d00874744e89a6d3402,2025-02-17,,,2025-02-04,2025-02-17
